Date;Location;Latitude;Longitude;Operator;AC Type;Aboard;Aboard Passangers;Aboard Crew;Fatalities;Fatalities Passangers;Fatalities Crew;Ground;Summary;;;
06/18/1968;San Sebastián;43,3209;-1,9845;Rinaldo Piaggio;Piaggio PD-808;6;5;1;6;5;1;0;The aircraft flew into the side of Mt. Jaiskibel after turning in the wrong direction.;;;
06/28/1968;Vichy;38,1111;-91,7607;Purdue Airlines Inc.;Douglas DC-3 (C-47-DL);27;23;4;1;1;0;0;Passenger inadvertentlly opened air stair door in flight, safety chain failed and passenger fell out.;;;
07/03/1968;Londres;51,5002;-0,1262;BKS Air Transport;Airspeed AS.57 Ambassador 2;8;0;8;6;0;6;0;The cargo plane's left wing struck the ground, the plane struck two other planes, burst into flames and came to rest on its back near a building. Failure of the port flap operating rod due to fatigue, permitting the port flaps to retract. This resulted in a rolling moment to port which could not be controlled.;;;
07/08/1968;Near Dhahran, Saudi Arabia;#CAMPO!;#CAMPO!;Saudi Arabian Airlines;Convair CV-340-68B;11;8;3;11;8;3;0;Crashed after a third aborted landing attempt in poor visibility and blowing dust. Failure of the captain to maintain minimum altitude for reasons unknown. Poor judgement by the pilot in attempting a fourth landing.;;;
07/13/1968;Near Lagos, Nigeria;#CAMPO!;#CAMPO!;Sabena;Boeing 707-329C;7;2;5;7;2;5;0;The cargo plane descended below mimimum safe altitude and struck trees and crashed.;;;
07/15/1968;Gravatá;-8,1997;-35,5667;Varig;Curtiss C-46C;3;0;3;3;0;3;0;Struck a mountain.;;;
07/18/1968;Chile;#CAMPO!;#CAMPO!;Aerolineas Flecha Austral;Curtiss C-46D;5;0;5;5;0;5;0;Lost at sea.;;;
08/02/1968;Near Milan, Italy;#CAMPO!;#CAMPO!;Alitalia;McDonnell Douglas DC-8;95;85;10;13;13;0;0;Crashed on approach, 7 miles north of the runway. Positioning for final approach by means of a non-standard procedure. Delayed detection of the VOR radial.;;;
08/04/1968;Milwaukee;43,0500;-87,9500;North Central Airlines / Private;Convair CV-580 / Cessna 150;15;10;5;3;2;1;0;Midair collision with the Cessna which became embedded in the forward baggage compartment.  Three person on the Cessna were killed none on the Convair.  Lack of VFR separation. Inability of the Convair crew to detect the Cessna in sufficient time to take evasive action despite having been provided with three radar traffic advisories. Visual detection capabalities were substantially reduced by heavy accumulation of insect smears on the windshield and by haze, smoke and sun glare.;;;
08/09/1968;Pfaffenhofen;#CAMPO!;#CAMPO!;British Eagle International Airlines;Vickers Viscount 739A;48;44;4;48;44;4;0;The aircraft broke up in-flight after plunging from 21,000 ft. Failure of the aircraft's electrical DC generator control system.;;;
08/10/1968;Charleston;38,3472;-81,6333;Piedmont Airlines;Fairchild-Hiller FH-227B;37;34;3;35;32;3;0;Crashed on approach to Kanawha County Airport in poor visibility. The aircraft was being operated under VFR when it entered a shallow fog overlying the approach lights.  Unrecognized loss of altitude orientation during the final portion of the approach into shallow, dense fog. Disorientation caused by rapid reduction in the ground guidance segment available to the pilot at a point beyond which a go-around could not be initiated.;;;
08/14/1968;Compton;33,8967;-118,2250;Los Angeles Airways;Sikorsky S-61L helicopter;21;18;3;21;18;3;0;The main rotor blade of the helicopter separated from the central hub. The aircraft spun to destruction as the tail cone sheared off. Metallurgical fault during manufacture of the main rotor blade spindle. Fatigue origin in area of substandard hardness and inadequate shot peening on main rotor blade spindle.;;;
08/18/1968;Porto Saíde;31,2571;32,2953;United Arab Airlines;Antonov AN-24V;40;33;7;40;33;7;0;Ditched into the Mediterranean sea. Cause unknown.;;;
08/20/1968;Near Maturin, Venezuela;#CAMPO!;#CAMPO!;Linea Aeropostal Venezolana;Hawker Siddeley HS-748-215-2;7;4;3;4;2;2;0;The plane crashed while returning to the airport for an emergency landing after the No. 1 engine failed on takeoff.;;;
08/31/1968;Near Odda, Norway;#CAMPO!;#CAMPO!;Westwing;de Havilland Canada DHC-3 Otter;6;5;1;5;4;1;0;Crashed into a hill in poor weather conditons while flying raindeer hunters to a mountain location. One man survived by jumping from the plane seconds before it caught fire.;;;
09/03/1968;Near Burgas, Bulgaria;#CAMPO!;#CAMPO!;Bulair TABSO;Ilyushin IL-18;89;82;7;47;42;5;0;Crashed on approach descending into the ground short of the runway. Deviation from the prescribed flight rules to accomplish a visual approach in adverse weather conditions.;;;
09/08/1968;Flushing;40,7615;-73,8311;Far Aviation - Air Taxi / Speeds Flying - Air Taxi;Cessna 402 / Piper PA-28;9;7;2;2;1;1;0;Midair collision. Pilot of Cessna failed to see and avoid other aircraft. Two aboard the Piper killed.;;;
09/11/1968;Antibes;43,5808;7,1239;Air France;Sud-Aviation Caravelle 3;95;89;6;95;89;6;0;The airliner crashed into the Mediterranean sea, 10 miles south of Nice Airport, while attempting an emergency landing 21 minutes after taking off. Prior to the crash a message was received that there was fire aboard in the rear of the cabin.;;;
09/28/1968;Porto Harcourt;4,7715;7,0143;Pan African Airlines;Douglas C-54B;57;55;2;57;55;2;1;While on final approach, the aircraft hit trees and crashed into a village and caught fire.;;;
10/08/1968;Puerto Cortés;15,8453;-87,9439;Aerovias del Valle;Britten-Norman BN-2 Islander;10;9;1;10;9;1;0;Crashed  into Rio Grande de Terraba, about 7 km west of the airfield. while attempting to land.;;;
10/11/1968;Near Prague, Czechoslovakia;#CAMPO!;#CAMPO!;Ceskoslovenske Aerolinie;Avia 14-40;40;36;4;11;8;3;0;After taking off he airplane went out of control and crashed in an open field located 7 km southwest from the airport. Engine failure.;;;
10/20/1968;FeijÃ³, Brazil;#CAMPO!;#CAMPO!;Cruzeiro;Douglas C-47A-25;19;16;3;19;16;3;0;Tried to return to the airport for an emergency landing after an engine failed. While completing a last turn to join the approach path, control was lost and the airplane crashed in a field located few km from the airport.;;;
10/21/1968;Near Ban Me Thuot, South Vietnam;#CAMPO!;#CAMPO!;Military - U.S. Air Force;Douglas C-47D;23;12;11;23;12;11;0;The aircraft crashed en route after the pilot transmitted a Mayday reporting the failure of the No. 2 engine and inability to feather the propeller. It crashed 20 miles from the airfield it intended to make an emergency landing at.;;;
10/25/1968;Hanover;43,7022;-72,2894;Northeast Airlines;Fairchild-Hiller FH227C;42;39;3;32;30;2;0;The aircraft crashed into Moose Mountain during an approach. Execution of a non-standard approach.  Premature descent. The crew was not able to determine accurately its position because they had performed a non-standard instrument approach and there were no supplement navigational aids available for their use.;;;
11/22/1968;São Francisco;#CAMPO!;#CAMPO!;Japan Air Lines;McDonnell Douglas DC-8-62;107;96;11;0;0;0;0;The plane landed in the shallow waters of San Francisco Bay, 2.5 mile short of the Runway 28L. All 107 people aboard were safely evacuated off the plane without injury. According to the NTSB, the captain said he was making a coupled approach, but because of problems with his pressure altimeter, he was relying on the more accurate radio altimeter for verification of altitude. The captain looked up expecting to be 200 feet above the water but instead was nearly in the water. He applied power but it was too late. The captain did not cross-check the raw data glide-slope signals and didn't realize the ILS on-course position was far above where he was. The  improper application of the prescribed procedures to execute an automatic-coupled ILS approach. This deviation from the prescribed procedures was, in part, due t o a lack of familiarization and infrequent operation of the installed flight director and autopilot system.  As a result, Japan Air Lines changed their training procedures to stress command responsibilities, crew coordination and transition time for new type of aircraft. The aircraft was recovered from the San Francisco Bay 55 hours after the accident, repaired at a United Air Lines facility and eventually flow back to Japan where it was put  in service for many decades.;;;
11/23/1968;Santa Ana;33,7408;-117,8814;Cable Commuter;de Havilland Canada DHC-6 Twin Otter 200;9;7;2;9;7;2;0;While on approach to the airport, in dense fog, the aircraft descended prematurely and its left wing clipped a 30 ft. light pole on the grounds of a fire station 1.8 miles northwest of the runway threshold. The plane then veered into the adjacent elevated western embankment of a freeway and broke up, spewing flaming wreckage across all six traffic lanes. Improper IFR operation. Misjudged altitude.;;;
11/25/1968;Savannakhet;16,5500;104,7500;Air America;Curtiss C-46D-20-CU;28;25;3;26;23;3;0;Crashed shortly after taking off after one of the engines failed.;;;
12/02/1968;Pedro Bay;59,7822;-154,1325;Wien Consolidated Airlines;Fairchild F-27B;39;36;3;39;36;3;0;Broke up in severe turbulence at 11,500 feet. Failure of the right wing that was weakened by pre-existing fatigue cracks.  The turbulence was not forcast and not known to the flight crew.  Improper maintenance. Incorrect weather forcast.;;;
12/12/1968;Near Caracas, Venezuela;#CAMPO!;#CAMPO!;Pan American World Airways;Boeing B-707-321B;51;42;9;51;42;9;0;"En route from New York City, the airliner crashed in the Caribbean sea and exploded while descending for a landing  at Maiquetia Airport. Possible sensory illusion produced by the town lights on upslope. The aircraft was named ""Clipper Malay.""";;;
12/24/1968;Bradford;41,9592;-78,6447;Allegheny Airlines;Convair CV-580;47;41;6;20;17;3;0;The aircraft crashed into trees in the snow, 2.5 miles short of the runway, during an instrument approach. Continuation of the descent below minimum descent altitude into obstructing terrain while both pilots were looking outside to establish visual reference to the ground. Improper IFR operation. Misread or failed to read instruments.;;;
12/24/1968;Prudhoe Bay;70,2550;-148,3324;Interior Airways;Lockheed L-100 Hercules;4;0;4;2;0;2;0;The cargo plane crashed after a go-around was attempted in a snowstorm. Pilot in command continued VFR flight into adverse weather conditions and delayed in initiating go around. Weather conditions - down and up drafts.;;;
12/26/1968;Elmendorf Air Force Base, Alaska;#CAMPO!;#CAMPO!;Pan American World Airways;Boeing 707-321CF;3;0;3;3;0;3;0;The stickshaker sounded shortly after VR. The aircraft rotated and climbed slowly.  The right wing contacted the snow covered ground 94 feet left of the extended centerline at a distance of 2,760 feet from the runway.  The aircraft rolled inverted and broke up.  The probable cause was an attempted takeoff with the flaps in a retracted position. This resulted from a combination of factors: a) inadequate cockpit checklist and procedures;;;
12/26/1968;Ensenada;31,8673;-116,6147;Exportada De Sal S.A.;Douglas DC-3;12;10;2;12;10;2;0;Crashed into a mountain after being blown off course by a storm while en route.;;;
12/27/1968;Chicago;41,8832;-87,6324;North Central Airlines;Convair CV-580;45;41;4;27;24;3;1;The aircraft crashed during an instrument approach after a go-around, nearly inverted, into a hangar. Spacial disorientation of the crew precipitated by refraction of the landing or approach lights during transition from flying IFR to visual reference to the ground.;;;
12/31/1968;Near Ciudad Victoria, Mexico;#CAMPO!;#CAMPO!;Servicios AÃ©reos Especiales;Douglas DC-3;26;22;4;26;22;4;0;Struck the slope of a mountain west of Soto la Marina in marginal weather,;;;
12/31/1968;Port Hedland;-20,3100;118,6011;MacRobertson Miller Airlines;Vickers Viscount 720;26;21;5;26;21;5;0;Last radio contact  from the aircraft was at 11:34 local 30 DME south of Port Hedland in moderate turbulence. The aircraft was seen descending rapidly. Wreckage was found 28 miles south of Port Hedland. The accident was caused by a crack originating at a bolt hole in the wing spar. Also, it was found that someone  had carried out an incorrect procedure on the spar, by forcing an oversize bush into the housing of the lower spar boom, resulting in damage which exacerbated the spread of the hairline fracture.;;;
01/02/1969;Tyonek;61,0680;-151,1410;ERA Helicopter;Bell 205A;2;1;1;2;1;1;0;The helicopter crashed into the water after a uncontrolled descent. Moisture in the servo cylinder vent ports froze causing the pilot valves ports to become inoperative causing the  pitch control to lock-up.;;;
01/02/1969;Mt. Paku, Taiwan;#CAMPO!;#CAMPO!;China Airlines (Taiwan);Douglas DC-3D;24;19;5;24;19;5;0;Encountered extreme turbulence and downdrafts while en route near mountains.;;;
01/05/1969;Gatwick Airport, Horley, Surrey,  England;#CAMPO!;#CAMPO!;Ariana Afghan Airlines;Boeing B-727-113C;62;54;8;48;43;5;2;The aircraft descended below the glide slope and crashed into trees and a house short of the runway.  Incorrect setting of flaps and instruments.  The pilot inadvertently allowing the aircraft to descend below the glide slope during the final stage of an approach to land until it was too low for recovery to be effected.;;;
01/06/1969;Near Bradford, Pennsylvania;#CAMPO!;#CAMPO!;Allegheny Airlines;Convair CV-580;28;25;3;11;9;2;0;Crashed, clipping tree tops short of the runway, in light snow while on approach. An excessive descent was not detected or corrected by the crew for reasons unknown. Possibilities include an altimeter failure or misreading of the instrument approach chart.;;;
01/13/1969;Los Angeles;34,0522;-118,2433;Scandinavian Airlines (SAS);McDonnell Douglas DC-8-62;45;36;9;15;12;3;0;"The aircraft was on approach to 07R when it crashed into Santa Monica Bay 6 miles short of the runway. The fuselage  broke into 3 pieces one of which floated for 20 hours. SAS did not authorize a back course approach to LAX.  A VOR approach was conducted without notifying the controlling authority. The crew was preoccupied with a landing gear light problem. Lack of crew coordination and inadequate monitoring of aircraft position which resulted in an unplanned descent into the water. The aircraft was named ""Sverre Viking.""";;;
01/16/1969;Near Hue, Vietnam;#CAMPO!;#CAMPO!;Air America;Douglas C-47 Skytrain (DC-3);12;9;3;12;9;3;0;Struck a mountain in poor weather while en route.;;;
01/18/1969;Los Angeles;34,0522;-118,2433;United Air Lines;Boeing B-727-22QC;38;32;6;38;32;6;0;"The aircraft crashed into Santa Monica Bay shortly after a night takeoff in poor weather and visibility. The aircraft was dispatched with the No. 3 generator inoperative. While this was allowed, United was required to repair the generator at the first airport where there were repair facilities. The aircraft flew for a total of 41 hours with the inoperative generator passing through airports that had the facilities to repair the generator. Soon after taking off, the crew reported a fire warning in the No. 1 engine and shut it down as required. For reasons that could not be determined, shutting down the No. 1 engine and itâ€™s generator tripped the No.2 generator resulting in the loss of all electrical power in the aircraft. Following loss of all electrical power, the battery standby electrical system either was not activated or failed to function. Electrical power at a voltage level of approximately 50 volts was restored approximately a minute and a half after loss of the No. 2 generator. The duration of this power restoration was just 9 to 15 seconds. Regardless, the pilots did not have functioning attitude indicators from the time the No. 2 generator tripped. In the dark, with no outside or inside reference to guide them, the pilots became spatially disoriented and the plane eventually went into a dive and crashed into the Pacific Ocean 11.3 miles west of the airport and sank in 950 ft. of water. The accident was caused by the loss of attitude orientation during a night, instrument departure in which all attitude instruments were disabled by loss of electrical power. The investigation was not able to determine (a) why all generator power was lost or (b) why the standby electrical power system either was not activated or failed to function."" One unproven scenario that is not contradicted by available evidence was the inadvertent placement of the battery switch to the ""OFF"" position by the flight engineer during attempts to remove galley loads from the generator buses. The galley switches were similar in shape and size, and were located on the flight engineer's upper panel in close proximity to the battery switch. Following the accident, the flight engineerâ€™s panel was redesigned to place a guard over the battery switch.";;;
02/18/1969;Near Lone Pine, California;#CAMPO!;#CAMPO!;Mineral County Airlines;Douglas DC-3;35;32;3;35;32;3;0;"The flight designated ""gambler's special"" flew into  Mt. Whitney at 11,770 ft. about 11 miles west of Lone Pine.  Deviated from prescribed course, as authorized, resulting in the aircraft being operated under IFR weather conditions, in high mountainous terrain, in an area where there was a lack of radio navigation aids. Aircraft recovered 8/8/69.";;;
02/24/1969;Tainan;#CAMPO!;#CAMPO!;Far Eastern Air Transport;Handley Page Dart Herald 201;36;32;4;36;32;4;0;Crashed after experiencing an engine failure during takeoff. The plane passed over a wooded area and belly-landed in a small cleared and skidded into a creek.;;;
03/05/1969;San Juan;18,4515;-66,0695;Prinair;de Havilland DH-114 Heron 2D;19;17;2;19;17;2;0;Crashed into the Sierra de Luquillo mountains. The vectoring of the aircraft by a ATC trainee into mountainous terrain under IFR  conditions without adequate clearance altitude.;;;
03/08/1969;Atlantic Ocean;#CAMPO!;#CAMPO!;Continental Air Transport;Douglas DC-4;3;0;3;3;0;3;0;The cargo plane went missing en route between Santa Maria and the Azores Islands.;;;
03/13/1969;Lake Minchumina;63,8939;-152,3019;Wien Consolidated Airlines;de Havilland DHC-6;5;4;1;1;1;0;0;Crashed after the pilot experienced spatial disorientation in a whiteout.;;;
03/16/1969;Maracaibo;10,6991;-71,6766;Venezolana Internacional de Aviacion;McDonnell Douglas DC-9-32;84;74;10;84;74;10;71;Seconds after becoming airborne, the aircraft struck electrical power lines and crashed into houses in the La Trinidad section of the city. Takeoff calculations made from erroneous information. Faulty temperature sensor along the runway. San Francisco Giants pitcher Nestor Chavez, 22,  killed.;;;
03/20/1969;Near Aswan, Egypt;#CAMPO!;#CAMPO!;United Arab Airlines;Ilyushin IL-18D;105;98;7;100;93;7;0;A sand storm in the Aswan area caused the visibility to drop from 10km to 2-3km. The plane made 2 missed approaches and was approaching for the third time when it  banked right causing the right wing to contacted the left side of the runway . The wing broke off and the aircraft crashed in flames. The pilot descended below minimum safe altitude without having the runway lights clearly in sight. A contributing factor was pilot fatigue.;;;
03/20/1969;Nova Orleães;29,9518;-90,0746;Avion Airways;Douglas DC-3;27;24;3;16;13;3;0;Crashed while landing in fog. The aircraft was being operated under VFR when it entered a shallow fog overlying the approach lights. Failure of the crew to discontinue descent into conditions below minima upon reaching the decision height. Improper IFR operation. Misunderstanding of instructions. Exercising of poor judgment. Poor crew coordination. Pilot fatigue.;;;
04/02/1969;Zawoja;49,6505;19,5518;LOT Polish Airlines;Antonov AN-24V;53;48;5;53;48;5;0;The aircraft was on a flight from Warsaw to Cracow when it crashed into the Babia Gora mountains. The aircraft deviated from its normal route in heavy fog for unknown reasons.;;;
04/02/1969;Near Quang Tri, South Vietnam;#CAMPO!;#CAMPO!;Military - U.S. Army;Boeing Vertol CH47C (helicopter);78;73;5;24;23;1;0;As the helicopter was taking off in a vertical climb, there was a loss in rotor speed and the aircraft touched down on the edge of a ravine and rolled over causing the rotor blades to strike the ground and a fire to erupt.;;;
04/02/1969;Nova Providência;#CAMPO!;#CAMPO!;Islands of the Bahamas Inc;Curtiss C-46F;2;0;2;2;0;2;0;The cargo aircraft crashed into the ocean after a reported fire.;;;
04/07/1969;Sept-ÃŽles, Quebec, Canada;#CAMPO!;#CAMPO!;Air Canada;Vickers 757 Viscount;21;17;4;1;1;0;0;A fire in the left landing gear caused the plane to return for an emergency landing. After landing to a full stop,  control was lost of the No.1 engine. Loss of control of the left main gear brakes caused the aircraft to circle to the right during the evacuation. Overheating of the starter selector relay during the starting of the No.1 and 2 engines. The proximity of a wire bundle to the relay provided a source of combustion for the initial fire.;;;
04/15/1969;Chongjin;41,8000;129,7833;Military - U.S. Navy;Lockheed EC-121M;31;25;6;31;25;6;0;The aircraft was shot down over the Sea of Japan by two North Korean MiG jet fighters while making a reconnaissance flight.;;;
04/16/1969;Quinxassa;#CAMPO!;#CAMPO!;Wigmo;Curtiss C-46;45;42;3;45;42;3;0;The plane developed landing gear trouble while attempting to land at Luluaburg. The pilot chose to return to Kinshasa. He was circling to use up fuel when the accident occurred. The plane crashed into the Congo River. Leased to the Congolese Air Force. Possible fuel exhaustion,.;;;
04/21/1969;Khulna;22,8167;89,5500;Indian Airlines;Fokker F-27 Friendship 100;44;40;4;44;40;4;0;The aircraft crashed in adverse weather conditions. Windshear. The crew tried to fly through thunderstorms at a low level but lost control in severe downdrafts.;;;
04/24/1969;Near Takoradi, Ghana;#CAMPO!;#CAMPO!;Ghana Airways;Douglas DC-3;33;30;3;1;1;0;0;The aircraft struck high ground after engine problems required  a forced landing.;;;
05/06/1969;Near Chon Thanh, South Vietnam;#CAMPO!;#CAMPO!;Military - U.S. Army;Boeing Vertol CH47A (helicopter);74;69;5;30;29;1;0;As the helicopter was taking off, the landing gear became entangled in some wire which dragged the aircraft down and caused it to fall over a cliff.;;;
05/07/1969;Medford;39,8871;-74,8216;Flying W Airways;Curtiss C-46F;2;0;2;2;0;2;0;Lifted off prematurely to avoid a parked aircraft and struck trees.;;;
05/23/1969;Near Lashio, Burma;#CAMPO!;#CAMPO!;Union of Burma Airways;Douglas C-47;6;4;2;6;4;2;0;Lost control on approach and nosed into the ground in a field. Flap asymmetry in the final stages of the flight.;;;
05/25/1969;Régio da Calábria;38,1000;15,6500;Aero Transporti Italiani;Fokker F-27 Friendship 600;36;31;5;1;1;0;0;Landed short of the runway and hit a wall. Misjudgement by the pilots of the distance between the aircraft and the ground during the final phase of the landing approach.;;;
06/04/1969;Near Salinas Victoria, Nuevo Leon, Mexico;#CAMPO!;#CAMPO!;Compania Mexicana de Aviacion;Boeing B-727-64;79;72;7;79;72;7;0;While the crew was descending and attempting to align with the runway, the plane hit high ground, several kilometers from the airport, in poor weather conditions. Excessive speed and wide radius of turn took the  aircraft out of the designated descent area and over rising terrain.;;;
06/05/1969;Off Andreanof Islands, Alaska;#CAMPO!;#CAMPO!;Military - U.S. Air Force;Boeing RC-135E;19;0;19;19;0;19;0;"Vanished en route. A message was received from the aircraft stating they were experiencing a vibration but not declaring an emergency followed by ""crew go to oxygen.""";;;
06/23/1969;Near Poroslitsy, Russia;#CAMPO!;#CAMPO!;Aeroflot;Ilyushin IL-14M / Antonov An-12BP;120;110;10;120;110;10;0;A soviet air force plane carrying 91 paratroopers collided with a passenger airliner at 3,000 m. The IL-14 pilot changed altitude without permission to avoid storm clouds. Twenty-four killed on the IL-14 and 96 on the An12.;;;
06/28/1969; Near Talas, Kyrgyzstan;#CAMPO!;#CAMPO!;Aeroflot;Ilyushin IL-14;40;35;5;40;35;5;0;The passenger plane struck a mountian 34 km from Talas. Crew error. The crew made a right turn  towards the mountains instead of  a left turn.;;;
07/06/1969;Near Monroe, Georgia;#CAMPO!;#CAMPO!;Air South;Beechcraft B-99;14;12;2;14;12;2;0;The aircraft descended in a near vertical dive crashing to the ground. Unwanted change in longitudinal trim which resulted in a nose down high-speed flight condition that was beyond the physical capacity of the pilots to overcome. The initiating element in the accident sequence could not be specifically determined. However, design of the aircraft flight control system was conducive to malfunctions of the flight control systems which, if undetected by the crew could lead to loss of control.;;;
07/12/1969;Hetauda;27,4167;85,0334;Royal Nepal Airlines;Douglas DC-3;35;31;4;35;31;4;0;Collided with trees on a cloud covered mountain summit. The plane was 10 miles from its destination when it crashed. Weather was poor at the time of the accident.;;;
07/15/1969;Nova Iorque;40,7130;-74,0072;New York Airways;de Havilland Canada DHC-6 Twin Otter 200;14;11;3;3;1;2;0;The plane flew into wake turbulence and crashed.  The pilot was 12 minutes behind schedule and made an intersection takeoff. The tower warned him of wake turbulence from a recently departing jet.;;;
07/25/1969;Kekaha;21,9717;-159,7164;Trans Isle Air;De Havilland DH-104 Dove;13;11;2;1;1;0;0;The sightseeing flight collided with trees after experiencing an engine failure. Failure of valve assembly. Pilot-in-command exercised poor judgment. Unwarranted low flying.;;;
07/26/1969;Biskra;#CAMPO!;#CAMPO!;Air Algerie;Sud Aviation SE-210 Caravelle 6N;37;30;7;33;30;3;0;Crash landed while attempting an emergency landing after a fire in an electrical panel led to a cabin fire.;;;
07/26/1969;Atlantic City;39,3606;-74,4319;Trans World Airlines;Boeing 707-331C;5;0;5;5;0;5;0;Crashed during a missed approach procedure. A loss of directional control, which resulted from the intentional shutdown of the pumps supplying hydraulic pressure to the rudder without a concurrent restoration of power on the No.4 engine. A contributing factor was the inadequacy of the hydraulic fluid loss emergency procedure when applied against the operating configuration of the aircraft.;;;
08/03/1969;"	Preobrazhenka, Ukraine";#CAMPO!;#CAMPO!;Aeroflot;Dnepropetrovsk - ;55;51;4;55;51;4;0;At an altitude of 4,000 m the propeller separated from the left engine.The blade punctured the fuselage, severing elevator and aileron controls. The crew could not control the plane  anymore. It went into a spin and crashed.;;;
08/03/1969;Uli;5,7833;6,8667;Canairelief Air;Lockheed L-1049H Super Constellation;4;0;4;4;0;4;0;The cargo plane crashed while attempting to land.;;;
08/19/1969;Near Long Tieng, Laos;#CAMPO!;#CAMPO!;Air America;Pilatus Pc-6C;13;12;1;13;12;1;0;The plane crashed into a hillside as it was about to come in for a landing and after the pilot was shot.;;;
08/25/1969;Sucre;-19,0347;-65,2667;TAO;Douglas C-47B;1;0;4;1;0;1;0;The cargo plane crashed under unknown circumstances.;;;
08/26/1969;Moscovo;#CAMPO!;#CAMPO!;Aeroflot;Noril'sk - Moscow;102;94;8;16;16;0;0;On final approach to Moscow-Vnukovo, the flying crew failed to lower the landing gear.;;;
08/26/1969;Khovu-Aksy;51,1206;93,6785;Aeroflot;Antonov AN-2;14;11;3;14;11;3;0;The crew encountered below-minima weather conditions with low clouds over the mountains.The airplane struck the slope of a mountain;;;
08/31/1969;Newton;41,6986;-93,0469;Private Charter;Cessna 172H;3;2;1;3;2;1;0;The single engine plane took off at night in rainy weather despite warnings of a building storm front. Fighter, Rocky Marciano, 45,  killed. The pilot was not cleared to fly IFR and had only 35 hours of night flying experience. The plane got as far as Newton, Iowa. The plane was seen flying barely 100 feet off the ground when it entered a rolling bank of clouds. Reappearing once, it rose and disappeared again. The plane crashed into a lone oak tree in the middle of a corn field. After a stop at Des Moines, Marciano was on his way home to attend his birthday party. Pilot attempted operation beyond experience/ability level. Continued VFR flight into adverse weather conditions. Spatial disorientation.;;;
09/01/1969;Cross Bay, Russia;#CAMPO!;#CAMPO!;Aeroflot;Ilyushin IL-14P;27;22;5;22;17;5;0;The plane crashed into a hillside 24 km from the airport in poor weather while on approach.  Failure of the crew  to reduce speed and approach in weather worse than the specified minimum.;;;
09/02/1969;Near Pakse, Laos;#CAMPO!;#CAMPO!;Military - Royal Lao Air Force;Douglas C-47;35;31;4;35;31;4;0;Crashed near the Meking River after being unable to land because of lowe clouds and  running out of fuel.;;;
09/08/1969;Near Medina, Colombia;#CAMPO!;#CAMPO!;SATENA;Douglas DC-3;32;29;3;32;29;3;0;Flew into a mountain, 30 miles from its destination after being diverted because of a severe storm.;;;
09/09/1969;Near Fairland, Indiana;#CAMPO!;#CAMPO!;Allegheny Airlines / Forth Corporation;MD Douglas DC-9-31/Piper Cherokee PA-28;83;79;4;83;79;4;0;Midair collision at 2,500 ft. The Piper crashed into the tail of the DC-9 as it prepared to land. Eighty-two killed aboard the DC-9, one aboard the Piper.  Inadequate VFR separation and deficiencies in the ATC system in the terminal area with mixed VFR/IFR traffic.;;;
09/12/1969;Near Antipolo, Philippines;#CAMPO!;#CAMPO!;Philippine Air Lines;BAC One-Eleven 402AP;47;42;5;45;41;4;0;Landed short and crashed into a tree during it's approach. Possible faulty altimiter. The weather was clear.;;;
09/14/1969;Londrina;-23,3100;-51,1628;VASP;Douglas DC-3;21;15;6;20;15;5;0;Fifteen minutes after leaving Londina, the port engine was feathered and aircraft returned to Londrina. The plane crashed while attempting a go-around after a failed landing attempt. The only survivor was a crew member thrown clear of the accident.;;;
09/17/1969;Campbell River;50,0232;-125,2495;Pacific Western Airlines;Convair CV-640;15;11;4;4;2;2;0;Crashed into a hill  while attempting to land in inclement weather. Non-compliance with the instrument approach procedures. Pilot error.;;;
09/20/1969;Near Hoi An, Vietnam;#CAMPO!;#CAMPO!;Air Vietnam (South Vietnam);Douglas DC-4 / USAF F-4E;76;71;5;74;69;5;2;Midair collision. The F-4E landed safely. The DC-4 crashed, killing all seventy-five aboard and two on the ground. Misconstrued instructions on landing by the DC-4.;;;
09/21/1969;Cidade do México;#CAMPO!;#CAMPO!;Mexicana;Boeing B-727-64;118;111;7;27;22;5;0;During an approach, the plane undershot the runway and landed about a mile short, hitting an embankment . The plane became airborne again until the undercarriage and forward fuselage struck a railway embankment and broke up. Undetermined cause.;;;
09/26/1969;Near La Paz, Bolivia;#CAMPO!;#CAMPO!;Lloyd Aereo Boliviano;Douglas DC-6B;74;69;5;74;69;5;0;Hit 15,500 ft. Mt. Choquetanga. Cause unknown. All members of the Bolivian soccer team The Strongest, killed.;;;
09/26/1969;Uli;5,7833;6,8667;Nordchurchaid;Boeing C-97;5;0;5;5;0;5;0;The cargo plane crashed  into trees on approach short of the runway.;;;
10/02/1969;Gulf of Tonkin;#CAMPO!;#CAMPO!;Military - U.S. Navy;Grumman C-2A;26;21;5;26;21;5;0;Crashed while flying from Subi Point in the Philippines to an aircraft carrier. Possible engine failure.;;;
10/13/1969;Nizhnevartovsk;60,9500;76,5500;Aeroflot;Antonov An-24B;56;52;4;24;22;2;0;The plane crashed 1,090 mshort of the runway while on approach A propeller accidently feathered when the de-icing system was activated causing the plane to lose altitude and crash.;;;
11/09/1969;Timmins;48,4667;-81,3333;Austin Airways;Douglas C-47B;4;2;2;2;2;0;0;Crashed after returning to Timmins because of poor weather. The pilot made inadequate pre flight preparations for a flight into known marginal weather. The pilot descended below the minimum altitude. The pilot exposed himself and his crew to the effects of fatigue by attempting a flight after a long period of duty.;;;
