date,location,operator,aboard,aboard_passangers,aboard_crew,fatalities,fatalities_passangers,fatalities_crew,ground,summary,country
1975-01-30 00:00:00,"Istanbul, Turkey",Turkish Airlines (THY),42,38,4,42,38,4,0,"After an electrical failure at the airport the aircraft initiated a go-around. Because another aircraft was about to take off, an extended downwind leg was flown. The aircraft crashed into the Sea of  Marmara while in the process of making the second approach. It is though the pilot-in-command may lost control of the airplane after suffering  spatial disorientation while flying at night under VFR mode over the Marmara Sea without any visual reference points.", Laos
1975-01-30 00:00:00,"Santo Domingo, Dominican Republic",Linea Aérea Nacional,30,27,3,2,1,1,0,Crashed during take off. Failure of the right engine., Dominican Republic
1975-02-01 00:00:00,"Houston, Texas",Horizon Properties,16,14,2,5,3,2,0,"The flight was diverted to Houston because weather at Huntsville was below minima.  An ILS approach was abandoned due to intermittent operation of the aircraft ILS localizer receiver instruments. The crew then tried an approach with Houston TRACON monitoring on surveillance radar. The DC-3 descended too low until the left wing collided with a  high power line tower, located 1.8 miles short of the runway. Fifteen feet of wing was torn off and the aircraft continued another 650 feet before striking the ground inverted.  Improper in-flight decisions or planning and improper IFR operation.", Turkey
1975-02-03 00:00:00,"Manila, Philippines",Philippine Air Lines,33,29,4,33,29,4,0,The No. 2 engine caught fire shortly after takeoff.  The aircraft crashed into a rice field 3 miles short of the runway while making an emergency approach back to the airport., Alaska
1975-02-09 00:00:00,"Souda, Crete",Military - Deutsche Luftwaffe,40,35,5,40,35,5,0,"Slammed into a mountain at an altitude of 5,000 ft. during an approach to Canea in a snow shower.", Texas
1975-02-16 00:00:00,"Fairbanks, Alaska",Pacific Alaska Airlines,3,0,3,3,0,3,0,The cargo plane lost three of four engines on takeoff. The crew tried to return to the airport but crashed short of the runway. Fuel contamination. Water in fuel., Crete
1975-02-22 00:00:00,"Medellin, Colombia",Aerocondor,5,0,5,5,0,5,0,Minutes after taking off in a rainstorm the right wing struck a tree. The crew lost control of the plane and crashed., Colombia
1975-02-27 00:00:00,"Near Sao Paulo, Brazil",VASP,15,13,2,15,13,2,0,"The plane crashed into houses after taking off and burst into flames. The plane had engine trouble, attempted to return to the airport when it crashed into the houses.", Philippines
1975-03-12 00:00:00,"Pleiku, South Vietnam",Air Vietnam (South Vietnam),26,20,6,26,20,6,0,Shot down by a hand-held surface-to-air missile by North Vietnamese forces 25 miles SW of Pleiku., South Vietnam
1975-03-16 00:00:00,"Near Barito, Argentina",Military - Argentine Air Force,55,50,5,55,50,5,0,The aircraft struck a mountain while preparing for an ILS approach in poor weather. Crew error. Crew descended below the minimum safe altitude before knowing their position., Brazil
1975-03-18 00:00:00,"Singa, Sudan",Sudan Airways,6,4,2,5,3,2,0,Unknown circumstances., Argentina
1975-03-18 00:00:00,"Near Terney, Russia",Aeroflot,12,10,2,7,6,1,0,"Crashed during climbout. The crew failed to prepare the flight properly as the total weight of the aircraft was 449 kilos above the MTOW and the CofG was out of the enveloppe, too far aft. This caused the airplane to enter a high angle of attack during the initial climb and to stall and crash.", Russia
1975-03-20 00:00:00,"Near Quilcene, Washington",Military - U.S. Air Force,16,12,4,16,12,4,0,The aircraft struck a ridge of  Mt. Constance in Olympic National Park. Faulty clearance by the ATC after misidentifying the C-141 as another aircraft., Sudan
1975-04-04 00:00:00,"Saigon, South Vietnam",Military - U.S. Air Force,330,314,16,155,150,5,0,"The aircraft reported it was returning to Tan Son Nhut Airbase 15 minutes after taking off. The aircraft was not able to make the airport and crashed landed into a rice paddy, 1.5 miles from the airport. The flight was evacuating 243 Vietnamese orphans. Pressure failure due to a faulty rear loading ramp caused decompression which led to severed rudder and elevator cables and loss of two hydraulic systems resulting in a loss of pitch control. Worst single non-combat U.S. military aviation disaster.", Washington
1975-05-13 00:00:00,"Near Sakon Nakhon, Thailand",Military - U.S. Air Force,23,19,4,23,19,4,0,The copter was observed in an uncontrollable descent to earth in an inverted attitude after which it crashed and burned. Cracking of a rotor spindle assembly  which led to separation of the main rotor., South Vietnam
1975-06-03 00:00:00,"Manila, Philippines",Philippine Air Lines,64,59,5,1,1,0,0,A bomb exploded in the right rear lavatory causing a hole in the fuselage. The plane landed safely., Philippines
1975-06-17 00:00:00,"Pedro Alfonso, Brazil",Varig,15,11,4,1,0,1,3,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house.", Thailand
1975-06-24 00:00:00,"JFK Airport, New York, New York",Eastern Air Lines,124,116,8,113,107,6,0,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air traffic control personnel and the flightcrew that a severe weather hazard existed along the approach path.", Brazil
1975-06-26 00:00:00,"Toledo, Ohio",Hamilton Aviation,2,1,1,2,1,1,0,Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutoff flush with bottom of oil tank. Improper maintenance., Ohio
1975-07-10 00:00:00,"Bogota, Colombia",Aerovias Condor,4,0,4,2,0,2,0,The cargo plane barely took off when it settled back on the runway and crashed into a DC-6. Both planes destroyed.,null
1975-07-15 00:00:00,"Near Batumi, Georgia, USSR",Aeroflot,40,35,5,40,35,5,0,The aircraft struck a mountain after an attempted go-around. Deviation from the standard trajectory for a missed approach. Misinformation supplied to crew., Colombia
1975-07-31 00:00:00,"Taipei, Taiwan",Far Eastern Air Transport,75,70,5,27,27,0,0,"Stalled and crashed during thunderstorm while attempting to land for a second time. The pilot attempted a go around but the plane did not respond, the wing hit the ground and the plane crashed. The pilot decided to pull up too late for another try at landing and failed to operate the plane properly while doing so.",null
1975-08-03 00:00:00,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,188,181,7,188,181,7,0,"The aircraft was on approach when the right wing tip and No. 4 engine struck a mountain peak at 2,400 feet.  Part of the wing separated and the plane crashed into a ravine. Crew error.", Taiwan
1975-08-03 00:00:00,"Off Amapala, Honduras",Military - Nicaraguan Air Force,20,17,3,20,17,3,0,"The plane was unable to land at Ilopango, El Salvador to refuel because of adverse weather conditions. The plane most likely ran out of fuel and crashed into the Pacific Ocean.", Honduras
1975-08-07 00:00:00,"Denver, Colorado",Continental Airlines,131,124,7,0,0,0,0,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.", Morocco
1975-08-09 00:00:00,"Bagdarin, Russia",Aeroflot,11,6,5,11,6,5,0,The crew deviated from the approach pattern and collided with terrain obscured by clouds 28 km from Bagdarin., Russia
1975-08-15 00:00:00,"Krasnovodsk, USSR",Aeroflot,38,34,4,23,21,2,0,The plane descended below the glidepath and crashed. Windshear., Colorado
1975-08-20 00:00:00,"Near Damascus, Syria",Ceskoslovenske Aerolinie,128,117,11,126,115,11,0,"The airliner crashed into a sandy knoll, 10 miles NE of Damascus during an approach to Damascus International Airport. Failure of the crew to maintain the minimum flight altitude.", USSR
1975-08-30 00:00:00,"Near Gambell, Alaska",Wien Air Alaska,32,28,4,10,7,3,0,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.", Syria
1975-09-01 00:00:00,"Leipzig-Halle, East Germany",Interflug,34,28,6,27,24,3,0,"The aircraft descended below the glide path and struck a radio tower short of the runway. The captain was sentenced to 5 years in prison, the co-pilot, navigator and radio officer received 3 year sentences each. The plane collided with the radio tower because the pilot was flying below the minimum flight altitude.", Alaska
1975-09-11 00:00:00,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,9,6,3,1,1,0,0,"The plane was flying at FL 115 under VFR in scattered clouds. When breaking through a cloud bank a mountain was seen up ahead. A steep climbing turn was initiated, but the tail struck trees, control was lost and the aircraft crashed inverted.", Indonesia
1975-09-24 00:00:00,"Near Palembang, Indonesia",Garuda Indonesia Airlines,61,57,4,25,21,4,1,Landed short and struck trees while on approach in poor weather. VFR flight in weather conditions below minima., East Germany
1977-12-29 00:00:00,"Cuenca, Ecuador",Servicios Aereos Nacionales,24,20,4,24,20,4,0,Crashed into a hill while descending for a landing. Flying under VFR in IFR conditions., Ethiopia
1975-09-30 00:00:00,"Off Beirut, Lebanon",Malev Hungarian Airlines,60,50,10,60,50,10,0,The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown., Lebanon
1975-09-30 00:00:00,"Barranquilla, Colombia",AVIANCA,4,0,4,4,0,4,0,, Ecuador
1975-10-22 00:00:00,"Novgorod, Russia",Aeroflot,6,2,4,6,2,4,5,The crew attempted a straight-in approach in fog but the plane went off course after passing the Outer Marker.  The crew descended until the undercarriage and wing contacted a building. Crew error. Attempted to land below minimumns., Colombia
1975-10-23 00:00:00,"Cairns Airport, Queensland, Australia",Connair,11,8,3,11,8,3,0,Improper approach during a storm. Crew error. Misalignment of the aircraft with the runway and abandonment of the landing approach. The pilot-in-command did not immediately initiate a climb to a safe altitude for reasons unknown.,null
1975-10-27 00:00:00,"Tomonoco, Bolivia",TAM (Bolivia),67,63,4,67,63,4,0,The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded., Russia
1975-10-30 00:00:00,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,120,115,5,75,71,4,0,The aircraft landed short and hit high ground during an ILS approach in fog., Bolivia
1975-11-03 00:00:00,Gulf of Mexico,Petroleum Helicopter,9,8,1,9,8,1,0,The helicopter crashed after the main rotor failed. No occupants ever found.,null
1975-11-17 00:00:00,"Near Sukhumi, Georgia, USSR",Aeroflot,38,33,5,38,33,5,0,"The crew attempted to circumnavigate a thunderstorm but los track of their positon. They descended until the struck Mount Apshara at 2,250 meters.", Czechoslovakia
1975-11-18 00:00:00,"Caoba, Guatemala",Aviateca,22,18,4,15,11,4,0,Crashed into mountainous jungle in poor visibility and heavy rain.,null
1975-11-20 00:00:00,"Kharkov, Ukraine, USSR",Aeroflot,50,46,4,19,18,1,0,Crashed into trees on a slope of a hill near Kharkov Airport. Air traffic control reported a wrong QNH setting to the crew. Crew ignored ground proximity warnings., Guatemala
1975-11-22 00:00:00,"Sofia, Bulgaria",Balkan Bulgarian Airlines,48,45,3,3,2,1,0,Crashed shortly after takeoff. Stalled crashed. Icing.,null
1975-11-25 00:00:00,"Near Bir Lahfan, Egypt",Military - Israel  Air Force,20,11,9,20,11,9,0,Crashed 15 ft. below the summit of cloud-obscured Jebel Hilal Mountain on the Israeli-occupied Sinai Peninsula., Egypt
1975-11-29 00:00:00,"Hertfordshire, England",Private,6,5,1,6,5,1,0,"Race car driver Graham Hill, 46, was killed when the plane he was piloting got lost in fog and crashed near Elstree Airport.", Bulgaria
1975-12-26 00:00:00,"Rollinsville, Colorado",Star Aviation,9,8,1,9,8,1,0,Crashed into mountains. Continued VFR flight into adverse weather conditions., Colorado
1976-01-01 00:00:00,"Near Al Qaysumah, Saudi Arabia",Middle East Airlines,82,67,15,82,67,15,0,The aircraft broke-up at FL 370 and crashed in the desert. Detonation of an explosive device in the forward cargo compartment., England
1976-01-03 00:00:00,"Anchorage, Alaska",Winship Air,6,4,2,6,4,2,0,Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation., Saudi Arabia
1976-01-03 00:00:00,"Moscow, Russia",Aeroflot,61,56,5,61,56,5,1,"After taking off the plane entered clouds. Both artificial horizons failed. The plane rolled to the left  until it reached an angle of 95 degrees, descended and crashed.", Russia
1976-01-08 00:00:00,"Mactan Island, Philippines",Philippine Aerotransport,7,6,1,7,6,1,0,Crashed under unknown circumstances., Alaska
1976-01-18 00:00:00,"Near San Borja, Bolivia",Frigorifico Maniqui,10,7,3,7,4,3,0,"The cargo plane was forced to return to San Borja after the No.2 engine failed.  After crossing the runway the plane crashed into trees 1.2 miles past the end of the runway. Malfunction or failure of the No. 2 engine, landing gear malfunction and an improper landing procedure.", Philippines
1976-01-20 00:00:00,"Near Loja, Ecuador",TAME,42,36,6,34,28,6,0,The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route. It is believed that the loss of altitude and the subsequent collision with ground was the consequence of orographic currents encountered over the mountainous area., Bolivia
1976-01-21 00:00:00,"Near Shanghai, China",CAAC,40,36,4,40,36,4,0,Crashed during the approach. Reasons unknown., Ecuador
1976-01-22 00:00:00,"Chapeco, Brazil",Transbrasil,11,9,2,9,7,2,0,Crashed during takeoff., China
1976-02-04 00:00:00,"Off Santa Maria, Colombia",LAC Colombia,3,0,3,3,0,3,0,The cargo plane crashed into the ocean. Engine failure., Brazil
1976-02-08 00:00:00,"Van Nuys, California",Mercer Airlines,6,1,5,3,1,2,0,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane’s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow.", California
1976-02-09 00:00:00,"Irkutsk, Russia",Aeroflot,124,104,10,24,15,9,0,After taking off the plane began to bank to the right until it crashed. Asymmetrical refueling of the plane. Pilot error., Colombia
1976-02-21 00:00:00,"St. Croix, Virgin Islands",Antilles Air,11,10,1,5,5,0,0,Crashed into the water and sank while attempting and emergency forced. Unscheduled feathering of right prop for undetermined reasons. Engine failure for undetermined reasons., Russia
1976-03-01 00:00:00,"Sibiu, Romania",Tarom,9,5,4,6,3,3,0,Crashed short of the runway., Virgin Islands
1976-03-06 00:00:00,"Near Voronezh, Russia",Aeroflot,111,100,11,111,100,11,7,"The aircraft plunged to earth from FL 260 in darkness. Electrical power failure of compass, gyros and auto pilot caused the crew to lose control of the plane.", Romania
1976-03-07 00:00:00,"Igiugig, Alaska",Kodiak Western Alaska Airlines,4,3,1,4,3,1,0,Continued VFR flight in to adverse weather., Alaska
1976-04-02 00:00:00,"Near Puerto Asis, Colombia",SATENA,16,14,2,5,4,1,0,Crashed into a lake while on approach in heavy rain., Russia
1976-04-05 00:00:00,"Ketchikan, Alaska",Alaska Airlines,50,45,5,1,1,0,0,The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach., Alaska
1976-04-14 00:00:00,"Neuquen, Argentina",Yacimientos Petroliferos Fiscales,34,31,3,34,31,3,0,Structural failure and in-flight separation of the right wing. Fatigue cracks attributed to stress due to design. These cracks became critical sooner than anticipated. The cracks remained undetected and became critical because the manufacturer's inspection program for the area was insufficiently., Argentina
1976-04-23 00:00:00,Gulf of Mexico,Petroleum Helicopter,12,11,1,12,11,1,0,Fatigue fracture of tail boom fuselage attachment fitting. Pilot and 4 passengers not recovered., Colombia
1976-04-27 00:00:00,"St. Thomas, Virgin Islands",American Airlines,88,81,7,37,35,2,0,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown.",null
1976-05-05 00:00:00,"Camuigan, Philippines",Philippine Aerotransport,10,8,2,4,4,0,0,Unknown cause., Virgin Islands
1976-05-09 00:00:00,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,17,7,10,17,7,10,0,The aircraft was struck by lightning while descending through FL100.  There was an explosion in the No. 1 fuel tank which caused the left wing to fail and the plane to crash. Ignition of fuel vapor in the No.1 tank in the vicinity of the motor drive fuel valve., Philippines
1976-05-15 00:00:00,"Chernigov, Ukraine, USSR",Aeroflot,52,46,6,52,46,6,0,"After entering the wake turbulence of a MiG fighter plane, the rudder deflected sharply and both propellers feathered causing the plane to go into a spin and crash.", Philipines
1976-05-23 00:00:00,"Zamboanga, Philipines",Philippine Air Lines,87,77,10,14,14,0,3,The aircraft was destroyed after a hijacker set off grenades in the cabin. All three hijackers were killed., Spain
1976-06-01 00:00:00,"Nacias Nguema, Equatorial Guinea",Aeroflot,45,35,10,45,35,10,0,After takeoff from Malabo the aircraft collided with Mount San Carlos. Cause unknown. Possible failure of radar equipment.,null
1976-06-04 00:00:00,"Agana, Guam",Air Manila,45,33,12,45,33,12,1,The No. 3 engine failed during the takeoff roll as the plane left Agana Naval Air Station. The aircraft began to rise but struck terrain and exploded in flames. The loss of climb capability after the crew retracted the flaps at too low an altitude to clear the rising terrain. The flaps were retracted after the No. 3 propeller feathered as the aircraft lifted off the runway. A driver in an automobile struck by the aircraft was killed., Guam
1976-06-06 00:00:00,"Off Kota Kinabalu, Malaysia",Sabah Air,11,10,1,11,10,1,0,Stalled and crashed into the sea during the approach two miles from the airport., Equatorial Guinea
1976-06-27 00:00:00,"Entebbe, Uganda",Air France,258,NULL,NULL,7,NULL,NULL,0,"The plane was hijacked ,in Athens, by Palestinian terrorists and flown to Entebbe Uganda. Seven passengers were killed during a commando raid by Israeli armed forces to free the hostages.", Malaysia
1976-07-05 00:00:00,"Daiku, Burma",Military - Burma Air Force,17,NULL,NULL,17,NULL,NULL,0,Caught fire and exploded., Burma
1976-07-28 00:00:00,"Bratislava, Czechoslovakia",Ceskoslovenske Aerolinie,79,73,6,76,70,6,0,The No. 3 engine failed during the approach and the No. 4 engine was feathered by mistake. The No. 4 engine was restarted but  the aircraft lost control and crashed into Zlaté piesky lake after a decision to go-around was made., Uganda
1976-08-02 00:00:00,"Near Tehran, Iran",Korean Airlines,5,0,5,5,0,5,0,Instead of turning on course the cargo plane continued straight and hit a mountain., Iran
1976-08-09 00:00:00,"Moron AFB, Spain 	 Moron AFB, Spain 	 Moron AFB, Spain",Military - Spanish Air Force,32,28,4,12,12,0,0,Crashed 15 minutes after taking off. An engine caught fire., Czechoslovakia
1976-08-15 00:00:00,"Andes Mountains, Ecuador",SAETA,59,55,4,59,55,4,0,Crashed while en route. Struck the slope of Mt Chimborazo. Controlled filght into terrain.,null
1976-08-28 00:00:00,"Ho Chi Minh City, Vietnam",Air France,20,15,5,1,1,0,0,A hijacker set off two grenades in the cabin and was killed., Ecuador
1976-08-28 00:00:00,"Near Thorney, England",Military - U.S. Air Force,18,4,14,18,4,14,0,"The aircraft suffered structural failure after flying into a severe thunderstorm. The starboard wing, horizontal stabilizer and vertical tail fin separated from the aircraft.", Alaska
1976-09-02 00:00:00,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,4,3,1,3,2,1,0,Crashed while climbing to cruise altitude. Failed to maintain adequate rotor speed., Vietnam
1976-09-03 00:00:00,"Lajes, Azores, Portugal",Military - Venezuelan Air Force,68,58,10,68,58,10,0,Crashed into a hill one mile short of the runway in heavy rain and wind while attempting to land at Lajes Air Base. Members of the Venezuelan choir Orfeon Universitario killed. The aircraft was not properly aligned with the runway as it made its approach. Weather conditions associated with hurricane Emmy was the primary factor in the accident., England
1976-09-09 00:00:00,"Off Adler, Russia",Aeroflot / Aeroflot,64,55,9,64,55,9,0,"Midair collision at FL187.  ATC error. Forty-six deaths on the Antonov, 18 on the Yak. Violation of separation rules. Contributing causes were insufficient visual alertness on the part of both crews and a lack of situation analysis based on air/ground radio communications.",null
1976-09-10 00:00:00,"Near Gaj, Hrvatska, Yugoslavia",Inex Adria Aviopromet / British Airways,176,162,14,176,162,14,0,"Midair collision. Both planes flew towards the same VOR at the same altitude at the same time. ATC error, negligence in operations. Improper look-out duties on both aircraft. One hundred thirteen deaths on the DC-9 and 63 on the Trident. The entire shift of controllers were arrested. One was found guilty of criminal negligence and sentenced to seven years in jail but release after 3 1/2 years. The controller was made a scapegoat. The real cause was a run down air traffic control system.", Russia
1976-09-19 00:00:00,"Karatepe Mountains, Turkey",Turkish Airlines (THY),154,146,8,154,146,8,0,"The aircraft struck Mt. Karatepa during an approach to land. The crew attempted to land at the wrong airport, landing at Isparta instead of Antalya.",null
1976-09-26 00:00:00,"Near Alpena, Michigan",Military - U.S. Air Force,20,15,5,15,12,3,0,Crash-landed in rugged terrain broke up and landed in a swamp. Possilbe cabin pressure problem causing the plane to disintegrate in the air., Michigan
1976-10-04 00:00:00,"Nairobi, Kenya",Emirates Air Transport,4,0,4,4,0,4,0,The cargo plane struck Mt. Kenya while descending to land. Descended prematurely., Kenya
1976-10-06 00:00:00,"Off Bridgetown, Barbados",Cubana de Aviacion,73,48,25,73,48,25,0,Ten minutes after taking off from Barbados the aircraft reported an explosion aboard. The plane was seen below the overcast trailing smoke. The aircraft crashed into the Caribbean sea. Detonation of an explosive device in the aft of the cabin which initiated an uncontrollable fire which led to the incapacitation of the crew., Turkey
1976-10-13 00:00:00,"Santa Cruz, Bolivia",Lloyd Aéreo Boliviano,3,0,3,3,0,3,113,"The cargo plane failed to climb and crashed into trees, poles and houses at the end of the runway and came to rest in a soccer field 560 meters beyond the runway. The failure of the crew to select enough thrust to achieve the necessary acceleration. Crew fatigue.", Barbados
1976-10-13 00:00:00,"Near Bombay, India",Indian Airlines,95,89,6,95,89,6,0,"The aircraft crash landed in flames during an emergency landing. The right engine failed during takeoff. A fatigue crack in compressor led to engine destruction, severing of fuel lines and fire. The fire spread because the crew did not shut off the fuel supply.", India
1976-10-28 00:00:00,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,7,5,2,2,0,2,0,The airplane was seen to initiate a turn to the left when it stalled and crashed in a field., Bolivia
1976-11-04 00:00:00,"Banjarmasin, Indonesia",Bali International Air Service,38,33,5,29,25,4,0,"After overshooting the runway, a go-around was initiated but abrupt application of power made an engine autofeather after which the plane crashed.", Brazil
1976-11-05 00:00:00,Atlantic Ocean,Inair Panama,2,0,2,2,0,2,0,The cargo plane went missing between Curacao - Port-au-Prince., Indonesia
1976-11-23 00:00:00,"Kozani, Greece",Olympic Airways,50,46,4,50,46,4,0,The airliner crashed into mountainous terrain after being diverted to Kozani due to poor weather at Larissa. Controlled flight into terrain. Premature descent.,null
1976-11-28 00:00:00,"Moscow, Russia",Aeroflot,73,67,6,73,67,6,0,After taking off an artificial horizon failure caused the crew to become disoriented and exceed bank angle limits and crash., Greece
1976-12-12 00:00:00,"Cape May, New Jersey",Atlantic City Airlines,10,8,2,3,3,1,0,The plane crashed short of the runway in rain. Windshear. The aircraft's rate of descent and descent flight path angle increased as a result of windshear encountered during visual approach below minimum descent altitude. The flight crew did not recognize these flightpath deviations because they were relying on visual references which were degraded by non-homogeneous fog and on kinesthetic cues which were adversely affected by the aircraft's forward center of gravity resulting from the improperly loaded aircraft., Russia
1976-12-17 00:00:00,"	Ust-Kut, Russia",Aeroflot,7,4,3,7,4,3,0,The cargo plane crashed into trees on takeoff. Deviation in preparation for the flight by the crew and pilot error in the technique used during the takeoff., Russia
1976-12-17 00:00:00,"Kiev, USSR",Aeroflot,55,50,5,48,44,4,0,"In heavy fog  the crew continued their descend below decision height, although they had not obtained visual contact with the runway. The fact that visibility had decreased below minima (700 m) was not reported to the crew.", New Jersey
1976-12-18 00:00:00,"Nnear Yuzhno-Sakhalinsk, Russia",Aeroflot,8,3,5,8,3,5,0,The survey fllight deviated from the approach pattern and crashed into Mount Ostraya., USSR
1976-12-25 00:00:00,"Near Bangkok, Thailand",EgyptAir,53,44,9,53,44,9,19,The aircraft crashed into an industrial area during a landing attempt. Lack of altitude awareness and disorientation leading to an uncontrolled descent. Crew did not make use of navigational aids., Russia
1976-12-31 00:00:00,"Near Trujillo, Peru",Faucett,19,14,5,19,14,5,0,Struck the slope of Mt Pintado located 25 km north of the airport shortly after taking off from Trujillo., California
1977-01-06 00:00:00,"Near Palm Springs, California",Jet Avia Charter,4,2,2,4,2,2,0,"The plane took off from Palm Springs Municipal Airport in light rain, bound for Las Vegas Nevada. The plane climbed to 9,000 feet but never changed its runway heading and flew directly into a mountain at an altitude of 9,700 feet. Flight crew's misinterpretation of an IFR clearance issued by the Palm Springs Departure Control and subsequent ATC instructions.  Natalie ""Dolly"" Sinatra, 82, mother of entertainer Frank Sinatra and her traveling companion were killed.", Peru
1978-06-23 00:00:00,"Saint John's, Newfoundland",Gander Aviation,10,8,2,10,8,2,0,Crashed in heavy fog while attempting to take off., Thailand
1977-01-13 00:00:00,"Anchorage, Alaska",Japan Air Lines,5,0,5,5,0,5,0,The cargo plane crashed while attempting to take off. Alcoholic impairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21., Newfoundland
1977-01-13 00:00:00,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,90,82,8,90,82,8,0,"The aircraft was preparing to land when it was informed by the tower that its left engine was on fire. Shortly thereafter, the plane exploded and crashed 2 miles short of the runway.", Alaska
1977-01-14 00:00:00,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,12,9,3,12,9,3,0,Crashed into Little Herman Mountain while on approach.,null
1977-01-15 00:00:00,"Kalvesta, Sweden",Skyline Sweden,22,19,3,22,19,3,0,"The aircraft suddenly dove to the earth into an apartment parking lot from an altitude of 1,150 feet. Icing of the stabilizer leading to stabilizer stall. The No.2 and No.3 engines had been running with reduced power and the anti-icing system temperature was too low.",null
1977-02-11 00:00:00,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,5,2,3,4,2,2,0,The cargo plane crashed short of the runway while attempting to land. Failure to follow the prescribed flight path and decision height in marginal weather., Sweden
1977-02-15 00:00:00,"Mineralnye Vody, Russia",Aeroflot,98,92,6,77,76,1,0,"Stalled and crashed after the crew executed a missed approach. Failure of the crew to adopt a proper go-around configuration after a missed approach. The loss of control during initial climb was the result of a premature raise of the flaps, which caused the aircraft to reach a critical angle of attack and to stall.", Russia
1977-02-28 00:00:00,"Near Saglouc, Canada",Survair,10,7,3,4,2,2,0,Crashed in whiteout conditions. Possible spatial disorientation on final., Canada
1977-03-01 00:00:00,"Off Aden, Yemen",Alyemda,21,17,3,19,16,3,0,Crashed into the ocean. Engine failure., Slovakia
1977-03-03 00:00:00,"Near Cascina, Italy",Military - Italian Air Force,44,38,6,44,38,6,0,The aircraft crashed into cloud obscured  Mt. Serra shortly after taking off from San Giusto Airport at Pisa. The plane was seen making a evasive maneuver before slamming into the mountain peak., Yemen
1977-03-04 00:00:00,"Niamey, Niger",Overseas National Airways,4,0,4,2,0,2,0,The cargo plane crashed short of the runway while attempting to land.  The crew continued the approach below the glide until impact with ground., Italy
1977-03-27 00:00:00,"Tenerife, Canary Islands",Pan American World Airways / KLM,644,614,30,583,560,23,0,"Both aircraft were diverted to Tenerife because of a bombing at Las Palmas Airport. After an extended delay,  both planes were instructed to back track up the runway. The KLM plane reached its takeoff point while the Pan Am plane was still on the runway. The Pan Am plane continued up the runway missing the taxiway turnout. There was heavy fog on the runway. The KLM plane began its takeoff roll without permission with the Pan Am plane still on the runway. The controller and Pan Am pilot each radioed a warning to the KLM plane, but were not heard because the simultaneous transmissions interfered with each other.The KLM plane hit the Pan Am plane just as it was taking off. Both planes burst into flames.  KLM 234 + 14 crew,  Pan Am 326 + 9 crew killed. All aboard the KLM plane were killed. The KLM captain was their safety officer and for some months had  been training other pilots using a simulator, where getting takeoff permission was not simulated. The Pan Am aircraft was named Clipper Victor. The KLM aircraft was named Rhine River. Despite all the circumstances the KLM plane was blamed for taking off without permission by the NTSB.", Niger
